30/03/2022 10:14:46, File Created!
30/03/2022 11:50:14:326, 4, idle
30/03/2022 11:50:14:596, 3, idle
30/03/2022 11:50:14:866, 3, idle
30/03/2022 11:50:15:137, 4, idle
30/03/2022 11:50:15:408, 3, creating_exercise
30/03/2022 11:50:15:678, 3, creating_exercise
30/03/2022 11:50:15:951, 3, creating_exercise
30/03/2022 11:50:16:225, 7, creating_exercise
30/03/2022 11:50:16:492, 4, creating_exercise
30/03/2022 11:50:16:762, 4, creating_exercise
30/03/2022 11:50:17:032, 1, creating_exercise
30/03/2022 11:50:17:304, 3, creating_exercise
30/03/2022 11:50:17:573, 2, creating_exercise
30/03/2022 11:50:17:847, 5, creating_exercise
30/03/2022 11:50:18:114, 2, creating_exercise
30/03/2022 11:50:18:385, 3, creating_exercise
30/03/2022 11:50:18:658, 5, creating_exercise
30/03/2022 11:50:18:926, 3, creating_exercise
30/03/2022 11:50:19:199, 6, creating_exercise
30/03/2022 11:50:19:466, 2, creating_exercise
30/03/2022 11:50:19:737, 3, creating_exercise
30/03/2022 11:50:20:010, 5, creating_exercise
30/03/2022 11:50:20:277, 2, creating_exercise
30/03/2022 11:50:20:549, 4, creating_exercise
30/03/2022 11:50:20:820, 5, idle
30/03/2022 11:50:21:090, 4, idle
30/03/2022 11:50:21:380, 22, idle
30/03/2022 11:50:21:636, 4, idle
30/03/2022 11:50:21:905, 3, idle
30/03/2022 11:50:22:178, 5, idle
30/03/2022 11:50:22:451, 7, idle
30/03/2022 11:50:22:716, 2, idle
30/03/2022 11:50:22:991, 7, idle
30/03/2022 11:50:23:258, 3, creating_exercise
30/03/2022 11:50:23:531, 6, creating_exercise
30/03/2022 11:50:23:797, 1, creating_exercise
30/03/2022 11:50:24:070, 4, creating_exercise
30/03/2022 11:50:24:341, 5, creating_exercise
30/03/2022 11:50:24:613, 5, creating_exercise
30/03/2022 11:50:24:882, 2, creating_exercise
30/03/2022 11:50:25:155, 5, creating_exercise
30/03/2022 11:50:25:424, 4, creating_exercise
30/03/2022 11:50:25:697, 6, creating_exercise
30/03/2022 11:50:25:964, 2, creating_exercise
30/03/2022 11:50:26:235, 3, creating_exercise
30/03/2022 11:50:26:507, 5, creating_exercise
30/03/2022 11:50:26:776, 2, creating_exercise
30/03/2022 11:50:27:047, 3, creating_exercise
30/03/2022 11:50:27:317, 2, creating_exercise
30/03/2022 11:50:27:588, 3, creating_exercise
30/03/2022 11:50:27:862, 6, idle
30/03/2022 11:50:28:131, 3, idle
30/03/2022 11:50:28:403, 5, idle
30/03/2022 11:50:28:672, 4, idle
30/03/2022 11:50:28:941, 3, idle
30/03/2022 11:50:29:213, 2, idle
30/03/2022 11:50:29:552, 71, repeating_exercise
30/03/2022 11:50:29:756, 5, repeating_exercise
30/03/2022 11:50:30:026, 4, repeating_exercise
30/03/2022 11:50:30:351, 58, repeating_exercise
30/03/2022 11:50:30:567, 4, repeating_exercise
30/03/2022 11:50:30:838, 5, repeating_exercise
30/03/2022 11:50:31:108, 5, repeating_exercise
30/03/2022 11:50:31:380, 4, repeating_exercise
30/03/2022 11:50:31:650, 2, repeating_exercise
30/03/2022 11:50:31:974, 56, repeating_exercise
30/03/2022 11:50:32:193, 5, repeating_exercise
30/03/2022 11:50:32:464, 4, repeating_exercise
30/03/2022 11:50:32:736, 3, repeating_exercise
30/03/2022 11:50:33:006, 3, repeating_exercise
30/03/2022 11:50:33:280, 4, repeating_exercise
30/03/2022 11:50:33:553, 5, repeating_exercise
30/03/2022 11:50:33:825, 5, repeating_exercise
30/03/2022 11:50:34:094, 3, repeating_exercise
30/03/2022 11:50:34:365, 3, repeating_exercise
30/03/2022 11:50:34:636, 4, repeating_exercise
30/03/2022 11:50:34:909, 5, repeating_exercise
30/03/2022 11:50:35:180, 4, repeating_exercise
30/03/2022 11:50:35:507, 61, repeating_exercise
30/03/2022 11:50:35:722, 5, repeating_exercise
30/03/2022 11:50:35:991, 4, repeating_exercise
30/03/2022 11:50:36:261, 3, repeating_exercise
30/03/2022 11:50:36:535, 4, repeating_exercise
30/03/2022 11:50:36:806, 5, repeating_exercise
30/03/2022 11:50:37:076, 5, repeating_exercise
30/03/2022 11:50:37:344, 3, repeating_exercise
30/03/2022 11:50:37:615, 3, repeating_exercise
30/03/2022 11:50:37:884, 2, repeating_exercise
30/03/2022 11:50:38:159, 4, repeating_exercise
30/03/2022 11:50:38:428, 3, repeating_exercise
30/03/2022 11:50:38:698, 2, repeating_exercise
30/03/2022 11:50:38:968, 2, repeating_exercise
30/03/2022 11:50:39:244, 7, repeating_exercise
30/03/2022 11:50:39:513, 6, repeating_exercise
30/03/2022 11:50:39:784, 7, repeating_exercise
30/03/2022 11:50:40:055, 3, repeating_exercise
30/03/2022 11:50:40:326, 4, repeating_exercise
30/03/2022 11:50:40:597, 4, idle
30/03/2022 11:50:40:867, 4, idle
30/03/2022 11:50:41:137, 3, idle
30/03/2022 11:50:41:408, 4, idle
30/03/2022 11:50:41:679, 5, idle
30/03/2022 11:50:41:948, 4, idle
30/03/2022 11:50:42:218, 3, idle
30/03/2022 11:50:42:492, 7, idle
30/03/2022 11:50:42:759, 4, idle
30/03/2022 11:50:43:031, 5, idle
30/03/2022 11:50:43:301, 5, idle
30/03/2022 11:50:43:579, 11, idle
30/03/2022 11:50:43:845, 4, idle
30/03/2022 11:50:44:115, 3, idle
30/03/2022 11:50:44:387, 3, idle
30/03/2022 11:50:44:661, 5, idle
30/03/2022 11:50:44:931, 5, idle
30/03/2022 11:50:45:201, 5, idle
30/03/2022 11:50:45:470, 3, idle
30/03/2022 11:50:45:739, 2, idle
30/03/2022 11:50:46:010, 3, idle
30/03/2022 11:50:46:284, 5, idle
30/03/2022 11:50:46:555, 5, idle
30/03/2022 11:50:46:828, 8, idle
30/03/2022 11:50:47:095, 5, idle
30/03/2022 11:50:47:365, 3, idle
30/03/2022 11:50:47:638, 6, idle
30/03/2022 11:50:47:905, 2, idle
30/03/2022 11:50:48:185, 12, idle
30/03/2022 11:50:48:452, 5, idle
30/03/2022 11:50:48:722, 5, idle
30/03/2022 11:50:48:992, 4, idle
30/03/2022 11:50:49:264, 5, idle
30/03/2022 11:50:49:533, 4, idle
30/03/2022 11:50:49:805, 5, idle
30/03/2022 11:50:50:082, 7, idle
30/03/2022 11:50:50:363, 18, idle
30/03/2022 11:50:50:621, 4, idle
30/03/2022 11:50:50:890, 2, idle
30/03/2022 11:50:51:165, 4, idle
30/03/2022 11:50:51:434, 3, idle
30/03/2022 11:50:51:707, 5, idle
30/03/2022 11:50:51:975, 3, idle
30/03/2022 11:50:52:245, 3, idle
30/03/2022 11:50:52:519, 4, idle
30/03/2022 11:50:52:787, 2, idle
30/03/2022 11:50:53:061, 5, idle
30/03/2022 11:50:53:329, 3, idle
30/03/2022 11:50:53:602, 6, idle
30/03/2022 11:50:53:871, 5, idle
30/03/2022 11:50:54:141, 3, idle
30/03/2022 11:50:54:416, 5, idle
30/03/2022 11:50:54:688, 7, idle
30/03/2022 11:50:54:955, 4, idle
30/03/2022 11:50:55:226, 3, idle
30/03/2022 11:50:55:501, 6, idle
30/03/2022 11:50:55:768, 3, idle
30/03/2022 11:50:56:041, 5, idle
30/03/2022 11:50:56:312, 6, idle
30/03/2022 11:50:56:579, 3, idle
30/03/2022 11:50:56:853, 4, idle
30/03/2022 11:50:57:125, 4, idle
30/03/2022 11:50:57:394, 2, idle
30/03/2022 11:50:57:669, 5, idle
30/03/2022 11:50:57:936, 2, idle
30/03/2022 11:50:58:208, 4, idle
30/03/2022 11:50:58:480, 5, idle
30/03/2022 11:50:58:752, 6, idle
30/03/2022 11:50:59:024, 5, idle
30/03/2022 11:50:59:294, 4, idle
30/03/2022 11:50:59:567, 7, idle
30/03/2022 11:50:59:837, 5, idle
30/03/2022 11:51:00:107, 4, idle
30/03/2022 11:51:00:379, 5, idle
30/03/2022 11:51:00:653, 8, idle
30/03/2022 11:51:00:919, 4, idle
30/03/2022 11:51:01:193, 6, idle
30/03/2022 11:51:01:464, 5, idle
30/03/2022 11:51:01:733, 3, idle
30/03/2022 11:51:02:003, 2, idle
30/03/2022 11:51:02:276, 2, idle
30/03/2022 11:51:02:550, 6, idle
30/03/2022 11:51:02:820, 5, idle
30/03/2022 11:51:03:089, 3, idle
30/03/2022 11:51:03:359, 2, idle
30/03/2022 11:51:03:634, 5, idle
30/03/2022 11:51:03:902, 2, idle
30/03/2022 11:51:04:185, 15, idle
30/03/2022 11:51:04:444, 4, idle
30/03/2022 11:51:04:717, 4, idle
30/03/2022 11:51:04:985, 2, idle
30/03/2022 11:51:05:256, 3, idle
30/03/2022 11:51:05:534, 10, idle
30/03/2022 11:51:05:803, 8, idle
30/03/2022 11:51:06:069, 4, idle
30/03/2022 11:51:06:339, 3, idle
30/03/2022 11:51:06:612, 4, idle
30/03/2022 11:51:06:883, 3, idle
30/03/2022 11:51:07:153, 2, idle
30/03/2022 11:51:07:426, 5, idle
30/03/2022 11:51:07:694, 3, idle
30/03/2022 11:51:08:016, 55, repeating_exercise
30/03/2022 11:51:08:270, 38, repeating_exercise
30/03/2022 11:51:08:507, 3, repeating_exercise
30/03/2022 11:51:08:828, 52, repeating_exercise
30/03/2022 11:51:09:051, 5, repeating_exercise
30/03/2022 11:51:09:364, 46, repeating_exercise
30/03/2022 11:51:09:684, 96, repeating_exercise
30/03/2022 11:51:09:865, 5, repeating_exercise
30/03/2022 11:51:10:135, 4, repeating_exercise
30/03/2022 11:51:10:404, 3, repeating_exercise
30/03/2022 11:51:10:674, 3, repeating_exercise
30/03/2022 11:51:10:992, 51, repeating_exercise
30/03/2022 11:51:11:216, 4, repeating_exercise
30/03/2022 11:51:11:488, 4, repeating_exercise
30/03/2022 11:51:11:758, 3, repeating_exercise
30/03/2022 11:51:12:089, 62, repeating_exercise
30/03/2022 11:51:12:305, 6, repeating_exercise
30/03/2022 11:51:12:576, 5, repeating_exercise
30/03/2022 11:51:12:844, 2, repeating_exercise
30/03/2022 11:51:13:116, 2, repeating_exercise
30/03/2022 11:51:13:386, 3, repeating_exercise
30/03/2022 11:51:13:656, 3, repeating_exercise
30/03/2022 11:51:13:937, 12, repeating_exercise
30/03/2022 11:51:14:214, 10, repeating_exercise
30/03/2022 11:51:14:477, 3, repeating_exercise
30/03/2022 11:51:14:748, 4, repeating_exercise
30/03/2022 11:51:15:035, 20, repeating_exercise
30/03/2022 11:51:15:288, 3, repeating_exercise
30/03/2022 11:51:15:561, 5, repeating_exercise
30/03/2022 11:51:15:834, 7, repeating_exercise
30/03/2022 11:51:16:102, 4, repeating_exercise
30/03/2022 11:51:16:433, 65, repeating_exercise
30/03/2022 11:51:16:642, 2, repeating_exercise
30/03/2022 11:51:16:917, 5, repeating_exercise
30/03/2022 11:51:17:185, 2, repeating_exercise
30/03/2022 11:51:17:456, 3, repeating_exercise
30/03/2022 11:51:17:727, 4, repeating_exercise
30/03/2022 11:51:18:005, 11, repeating_exercise
30/03/2022 11:51:18:274, 2, repeating_exercise
30/03/2022 11:51:18:545, 4, repeating_exercise
30/03/2022 11:51:18:815, 4, repeating_exercise
30/03/2022 11:51:19:155, 73, repeating_exercise
30/03/2022 11:51:19:369, 10, repeating_exercise
30/03/2022 11:51:19:634, 5, repeating_exercise
30/03/2022 11:51:19:903, 3, repeating_exercise
30/03/2022 11:51:20:184, 13, repeating_exercise
30/03/2022 11:51:20:448, 7, repeating_exercise
30/03/2022 11:51:20:717, 6, repeating_exercise
30/03/2022 11:51:20:986, 3, repeating_exercise
30/03/2022 11:51:21:258, 4, repeating_exercise
30/03/2022 11:51:21:579, 55, repeating_exercise
30/03/2022 11:51:21:801, 7, repeating_exercise
30/03/2022 11:51:22:068, 3, repeating_exercise
30/03/2022 11:51:22:356, 20, repeating_exercise
30/03/2022 11:51:22:613, 7, repeating_exercise
30/03/2022 11:51:22:915, 39, repeating_exercise
30/03/2022 11:51:23:150, 3, repeating_exercise
30/03/2022 11:51:23:470, 53, repeating_exercise
30/03/2022 11:51:23:690, 3, repeating_exercise
30/03/2022 11:51:23:961, 3, repeating_exercise
30/03/2022 11:51:24:243, 14, repeating_exercise
30/03/2022 11:51:24:504, 3, repeating_exercise
30/03/2022 11:51:24:779, 7, repeating_exercise
30/03/2022 11:51:25:102, 59, repeating_exercise
30/03/2022 11:51:25:323, 9, repeating_exercise
30/03/2022 11:51:25:595, 6, repeating_exercise
30/03/2022 11:51:25:870, 9, repeating_exercise
30/03/2022 11:51:26:145, 12, repeating_exercise
30/03/2022 11:51:26:459, 56, repeating_exercise
30/03/2022 11:51:26:723, 49, repeating_exercise
30/03/2022 11:51:26:952, 8, repeating_exercise
30/03/2022 11:51:27:217, 3, repeating_exercise
30/03/2022 11:51:27:491, 6, repeating_exercise
30/03/2022 11:51:27:757, 2, repeating_exercise
30/03/2022 11:51:28:081, 56, repeating_exercise
30/03/2022 11:51:28:306, 9, repeating_exercise
30/03/2022 11:51:28:584, 11, idle
30/03/2022 11:51:28:850, 3, idle
30/03/2022 11:51:29:215, 96, idle
30/03/2022 11:51:29:474, 16, idle
30/03/2022 11:51:29:758, 14, idle
30/03/2022 11:51:30:024, 4, idle
30/03/2022 11:51:30:324, 17, idle
30/03/2022 11:51:30:589, 7, idle
30/03/2022 11:51:30:871, 16, idle
30/03/2022 11:51:31:136, 6, idle
30/03/2022 11:51:31:407, 4, idle
30/03/2022 11:51:31:684, 9, idle
30/03/2022 11:51:31:953, 7, idle
30/03/2022 11:51:32:226, 5, idle
30/03/2022 11:51:32:507, 12, idle
30/03/2022 11:51:32:808, 23, idle
30/03/2022 11:51:33:081, 7, idle
30/03/2022 11:51:33:357, 10, idle
30/03/2022 11:51:33:646, 20, idle
30/03/2022 11:51:33:915, 14, idle
30/03/2022 11:51:34:190, 14, idle
30/03/2022 11:51:34:460, 4, idle
30/03/2022 11:51:34:733, 5, idle
30/03/2022 11:51:35:001, 3, idle
30/03/2022 11:51:35:272, 2, idle
30/03/2022 11:51:35:543, 2, idle
30/03/2022 11:51:35:815, 3, idle
30/03/2022 11:51:36:085, 3, idle
30/03/2022 11:51:36:357, 4, idle
30/03/2022 11:51:36:629, 4, idle
30/03/2022 11:51:36:941, 45, idle
30/03/2022 11:51:37:179, 5, idle
30/03/2022 11:51:37:450, 4, idle
30/03/2022 11:51:37:719, 2, idle
30/03/2022 11:51:37:991, 3, idle
30/03/2022 11:51:38:262, 4, idle
30/03/2022 11:51:38:549, 16, idle
30/03/2022 11:51:38:820, 4, idle
30/03/2022 11:51:39:091, 5, idle
30/03/2022 11:51:39:367, 11, idle
30/03/2022 11:51:39:640, 11, idle
30/03/2022 11:51:39:923, 21, idle
30/03/2022 11:51:40:186, 4, idle
30/03/2022 11:51:40:456, 3, idle
30/03/2022 11:51:40:727, 3, idle
30/03/2022 11:51:41:002, 7, idle
30/03/2022 11:51:41:270, 5, idle
30/03/2022 11:51:41:544, 8, idle
30/03/2022 11:51:41:812, 5, idle
30/03/2022 11:51:42:086, 8, idle
30/03/2022 11:51:42:357, 5, idle
30/03/2022 11:51:42:626, 1, idle
30/03/2022 11:51:42:903, 7, idle
30/03/2022 11:51:43:175, 8, idle
30/03/2022 11:51:43:464, 21, idle
30/03/2022 11:51:43:741, 18, idle
30/03/2022 11:51:44:017, 13, idle
30/03/2022 11:51:44:285, 5, idle
30/03/2022 11:51:44:558, 5, idle
30/03/2022 11:51:44:827, 4, idle
30/03/2022 11:51:45:096, 2, idle
30/03/2022 11:51:45:370, 6, idle
30/03/2022 11:51:45:639, 4, idle
30/03/2022 11:51:45:912, 5, idle
30/03/2022 11:51:46:182, 4, idle
30/03/2022 11:51:46:453, 3, idle
30/03/2022 11:51:46:724, 4, idle
30/03/2022 11:51:46:993, 3, idle
30/03/2022 11:51:47:263, 2, idle
30/03/2022 11:51:47:537, 6, idle
30/03/2022 11:51:47:808, 5, idle
30/03/2022 11:51:48:077, 3, idle
30/03/2022 11:51:48:347, 3, idle
30/03/2022 11:51:48:619, 5, idle
30/03/2022 11:51:48:890, 5, idle
30/03/2022 11:51:49:162, 6, idle
30/03/2022 11:51:49:431, 4, idle
30/03/2022 11:51:49:699, 1, idle
30/03/2022 11:51:49:977, 9, idle
30/03/2022 11:51:50:298, 14, idle
30/03/2022 11:51:50:568, 6, idle
30/03/2022 11:51:50:840, 6, idle
30/03/2022 11:51:51:115, 10, idle
30/03/2022 11:51:51:386, 8, idle
30/03/2022 11:51:51:658, 7, idle
30/03/2022 11:51:51:926, 3, idle
30/03/2022 11:51:52:200, 5, idle
30/03/2022 11:51:52:478, 12, idle
30/03/2022 11:51:52:750, 8, idle
30/03/2022 11:51:53:043, 26, idle
30/03/2022 11:51:53:318, 13, idle
30/03/2022 11:51:53:602, 21, idle
30/03/2022 11:51:53:873, 19, idle
30/03/2022 11:51:54:146, 13, idle
30/03/2022 11:51:54:418, 7, idle
30/03/2022 11:51:54:684, 3, idle
30/03/2022 11:51:54:961, 9, idle
30/03/2022 11:51:55:229, 4, idle
30/03/2022 11:51:55:497, 2, idle
30/03/2022 11:51:55:767, 2, idle
30/03/2022 11:51:56:041, 4, idle
30/03/2022 11:51:56:313, 4, idle
30/03/2022 11:51:56:583, 4, idle
30/03/2022 11:51:56:854, 3, idle
30/03/2022 11:51:57:133, 12, idle
30/03/2022 11:51:57:405, 5, idle
30/03/2022 11:51:57:676, 3, idle
30/03/2022 11:51:57:946, 2, idle
30/03/2022 11:51:58:217, 2, idle
30/03/2022 11:51:58:490, 5, idle
30/03/2022 11:51:58:762, 5, idle
30/03/2022 11:51:59:038, 8, idle
30/03/2022 11:51:59:313, 11, idle
30/03/2022 11:51:59:582, 2, idle
30/03/2022 11:51:59:855, 4, idle
30/03/2022 11:52:00:165, 34, idle
30/03/2022 11:52:00:439, 6, idle
30/03/2022 11:52:00:711, 6, idle
30/03/2022 11:52:00:986, 8, idle
30/03/2022 11:52:01:255, 4, idle
30/03/2022 11:52:01:528, 6, idle
30/03/2022 11:52:01:826, 19, idle
30/03/2022 11:52:02:102, 9, idle
30/03/2022 11:52:02:372, 5, idle
30/03/2022 11:52:02:645, 6, idle
30/03/2022 11:52:02:915, 5, idle
30/03/2022 11:52:03:188, 6, idle
30/03/2022 11:52:03:460, 6, idle
30/03/2022 11:52:03:732, 7, idle
30/03/2022 11:52:04:011, 12, idle
30/03/2022 11:52:04:282, 5, idle
30/03/2022 11:52:04:561, 11, idle
30/03/2022 11:52:04:834, 8, idle
30/03/2022 11:52:05:104, 5, idle
30/03/2022 11:52:05:374, 4, idle
30/03/2022 11:52:05:643, 3, idle
30/03/2022 11:52:05:916, 4, idle
30/03/2022 11:52:06:191, 8, idle
30/03/2022 11:52:06:456, 3, idle
30/03/2022 11:52:06:730, 6, idle
30/03/2022 11:52:06:997, 3, idle
30/03/2022 11:52:07:276, 10, idle
30/03/2022 11:52:07:540, 3, idle
30/03/2022 11:52:07:813, 4, idle
30/03/2022 11:52:25:624, 7, idle
30/03/2022 11:52:25:899, 7, idle
30/03/2022 11:52:26:176, 13, idle
30/03/2022 11:52:26:452, 8, idle
30/03/2022 11:52:26:726, 11, idle
30/03/2022 11:52:26:994, 5, idle
30/03/2022 11:52:27:316, 56, idle
30/03/2022 11:52:27:536, 5, idle
30/03/2022 11:52:27:807, 6, idle
30/03/2022 11:52:28:078, 6, idle
30/03/2022 11:52:28:350, 7, idle
30/03/2022 11:52:28:619, 5, idle
30/03/2022 11:52:28:894, 9, idle
30/03/2022 11:52:29:162, 5, idle
30/03/2022 11:52:29:434, 6, idle
30/03/2022 11:52:29:702, 3, idle
30/03/2022 11:52:29:973, 4, idle
30/03/2022 11:52:30:245, 5, idle
30/03/2022 11:52:30:514, 4, repeating_exercise
30/03/2022 11:52:30:784, 2, repeating_exercise
30/03/2022 11:52:31:096, 44, repeating_exercise
30/03/2022 11:52:31:331, 8, repeating_exercise
30/03/2022 11:52:31:868, 2, repeating_exercise
30/03/2022 11:52:32:138, 2, repeating_exercise
30/03/2022 11:52:32:411, 3, repeating_exercise
30/03/2022 11:52:32:683, 3, repeating_exercise
30/03/2022 11:52:32:955, 3, repeating_exercise
30/03/2022 11:52:33:227, 4, repeating_exercise
30/03/2022 11:52:33:499, 4, repeating_exercise
30/03/2022 11:52:33:768, 3, repeating_exercise
30/03/2022 11:52:34:039, 3, repeating_exercise
30/03/2022 11:52:34:310, 4, repeating_exercise
30/03/2022 11:52:34:580, 4, repeating_exercise
30/03/2022 11:52:34:849, 3, repeating_exercise
30/03/2022 11:52:35:122, 5, idle
30/03/2022 11:52:35:389, 2, idle
30/03/2022 11:52:35:661, 3, idle
30/03/2022 11:52:35:933, 4, idle
30/03/2022 11:52:36:202, 3, idle
30/03/2022 11:52:36:474, 4, idle
30/03/2022 11:52:36:749, 9, idle
30/03/2022 11:52:37:019, 5, idle
30/03/2022 11:52:37:292, 6, idle
30/03/2022 11:52:37:562, 4, idle
30/03/2022 11:52:37:833, 4, idle
30/03/2022 11:52:38:103, 2, idle
30/03/2022 11:52:38:374, 3, idle
30/03/2022 11:52:38:643, 2, idle
30/03/2022 11:52:38:915, 3, idle
30/03/2022 11:52:39:187, 4, idle
30/03/2022 11:52:39:457, 4, idle
30/03/2022 11:52:39:730, 6, idle
30/03/2022 11:52:39:998, 4, idle
30/03/2022 11:52:40:269, 4, idle
30/03/2022 11:52:40:537, 2, idle
30/03/2022 11:52:40:811, 5, idle
30/03/2022 11:52:41:080, 3, idle
30/03/2022 11:52:41:351, 4, idle
30/03/2022 11:52:41:626, 7, idle
30/03/2022 11:52:41:895, 6, idle
30/03/2022 11:52:42:167, 7, idle
30/03/2022 11:52:42:432, 2, idle
30/03/2022 11:52:42:704, 3, idle
30/03/2022 11:52:43:035, 64, repeating_exercise
30/03/2022 11:52:43:247, 6, repeating_exercise
30/03/2022 11:52:43:785, 2, repeating_exercise
30/03/2022 11:52:44:427, 103, repeating_exercise
30/03/2022 11:52:44:725, 130, repeating_exercise
30/03/2022 11:52:45:183, 46, repeating_exercise
30/03/2022 11:52:45:487, 78, repeating_exercise
30/03/2022 11:52:45:785, 106, repeating_exercise
30/03/2022 11:52:46:085, 136, repeating_exercise
30/03/2022 11:52:46:294, 74, repeating_exercise
30/03/2022 11:52:46:536, 46, repeating_exercise
30/03/2022 11:52:46:839, 78, repeating_exercise
30/03/2022 11:52:47:138, 98, repeating_exercise
30/03/2022 11:52:47:443, 132, repeating_exercise
30/03/2022 11:52:47:602, 19, repeating_exercise
30/03/2022 11:52:47:907, 53, repeating_exercise
30/03/2022 11:52:48:210, 86, repeating_exercise
30/03/2022 11:52:48:503, 109, repeating_exercise
30/03/2022 11:52:48:803, 139, repeating_exercise
30/03/2022 11:52:49:026, 91, repeating_exercise
30/03/2022 11:52:49:256, 51, repeating_exercise
30/03/2022 11:52:49:556, 79, repeating_exercise
30/03/2022 11:52:49:859, 110, repeating_exercise
30/03/2022 11:52:50:142, 123, repeating_exercise
30/03/2022 11:52:50:348, 58, repeating_exercise
30/03/2022 11:52:50:651, 91, repeating_exercise
30/03/2022 11:52:50:912, 79, repeating_exercise
30/03/2022 11:52:51:218, 115, repeating_exercise
30/03/2022 11:52:51:520, 146, repeating_exercise
30/03/2022 11:52:51:667, 22, repeating_exercise
30/03/2022 11:52:51:971, 54, repeating_exercise
30/03/2022 11:52:52:273, 84, repeating_exercise
30/03/2022 11:52:52:563, 103, repeating_exercise
30/03/2022 11:52:52:872, 141, repeating_exercise
30/03/2022 11:52:53:071, 68, repeating_exercise
30/03/2022 11:52:53:372, 98, repeating_exercise
30/03/2022 11:52:53:647, 102, repeating_exercise
30/03/2022 11:52:53:952, 135, repeating_exercise
30/03/2022 11:52:54:181, 94, repeating_exercise
30/03/2022 11:52:54:407, 49, repeating_exercise
30/03/2022 11:52:54:712, 82, repeating_exercise
30/03/2022 11:52:55:009, 107, repeating_exercise
30/03/2022 11:52:55:296, 123, repeating_exercise
30/03/2022 11:52:55:496, 53, repeating_exercise
30/03/2022 11:52:55:825, 111, repeating_exercise
30/03/2022 11:52:56:066, 81, repeating_exercise
30/03/2022 11:52:56:369, 112, repeating_exercise
30/03/2022 11:52:56:681, 153, repeating_exercise
30/03/2022 11:52:56:841, 41, repeating_exercise
30/03/2022 11:52:57:133, 62, repeating_exercise
30/03/2022 11:52:57:438, 96, repeating_exercise
30/03/2022 11:52:57:733, 120, repeating_exercise
30/03/2022 11:52:58:043, 158, repeating_exercise
